distribution1;distribution2;dimen1;dimen2
14078;342;2017;2017
32683;83407;2018;2018
97326;3037;2018;2018
32284;16692;2018;2018
87053;63781;2018;2018
33936;33625;2018;2018
29703;55866;2018;2018
71385;86494;2018;2018
51266;559;2018;2018
53738;60297;2018;2018
28925;90807;2018;2018
92124;50752;2018;2018
66960;50999;2018;2018
57693;60962;2018;2018
30028;81979;2018;2018
12355;51625;2018;2018
38634;17546;2018;2018
35644;82941;2018;2018
70110;53597;2019;2019
3062;3021;2019;2019
40265;7534;2019;2019
58911;96998;2019;2019
44944;88597;2019;2019
67833;64198;2019;2019
54610;5002;2019;2019
23326;97727;2019;2019
71637;42961;2019;2019
47615;8762;2019;2019
32004;50862;2019;2019
18813;61476;2019;2019
61271;18301;2019;2019
6147;78047;2019;2019
18305;9952;2019;2019
27915;293;2019;2019
65115;29019;2019;2019
70009;97398;2019;2019
19667;8128;2019;2019
66819;30185;2019;2019
96450;41859;2019;2019
45192;85198;2019;2019
6817;10081;2019;2019
57538;16624;2020;2020
92443;16749;2020;2020
14081;25903;2020;2020
27417;21392;2020;2020
70282;81588;2020;2020
33135;5206;2020;2020
37825;90662;2020;2020
67097;98246;2020;2020
11055;7682;2020;2020
97467;86479;2020;2020
21084;43664;2020;2020
70822;55463;2020;2020
31576;4449;2015;2015
58164;93993;2015;2015
23588;15499;2015;2015
34888;5634;2015;2015
62656;52557;2015;2015
2485;3935;2015;2015
85034;9854;2015;2015
69509;57816;2015;2015
72101;16839;2015;2015
52340;23115;2015;2015
15364;72445;2015;2015
67661;46521;2015;2015
54740;26789;2016;2016
96462;43437;2016;2016
53219;35082;2016;2016
69845;3014;2016;2016
36245;3146399999;2016;2016
84136;69446;2016;2016
33734;51312;2016;2016
26537;99374;2016;2016
18907;64606;2016;2016
33817;53546;2016;2016
94461;58512;2016;2016
99656;15418;2016;2016
15955;65794;2016;2016
83869;1403;2016;2016
44442;43899;2016;2016
28674;69277;2016;2016
78451;32666;2017;2017
88758;7845;2017;2017
70474;38623;2017;2017
77712;53055;2017;2017
33570;61308;2017;2017
53362;65442;2017;2017
53298;316;2017;2017
28228;56438;2017;2017
91425;55805;2017;2017
43551;53411;2017;2017
64371;8375;2017;2017
65308;53541;2017;2017
47419;54552;2017;2017
16706;22156;2017;2017
65395;77886;2017;2017
33944;43747;2017;2017
93884;49979;2017;2017
48142;61722;2017;2017
93695;70642;2017;2017
96122;91322;2017;2017
70521;9045;2018;2018
79151;13568;2018;2018
99123;6567;2018;2018
17453;56814;2018;2018
14284;65083;2018;2018
95168;41303;2018;2018
90004;38328;2018;2018
97089;31919;2018;2018
25954;74747;2018;2018
91349;18757;2018;2018
77090;84669;2018;2018
54033;6132;2018;2018
22322;79565;2018;2018
70700;36037;2018;2018
64308;97838;2018;2018
24907;47992;2018;2018
56689;2838;2018;2018
79374;74333;2019;2019
27476;38858;2019;2019
71354;4355;2019;2019
2828;55373;2019;2019
45326;35055;2019;2019
45196;1693;2019;2019
47091;9065;2019;2019
75420;71156;2019;2019
72954;19988;2019;2019
76989;23973;2019;2019
49702;58894;2019;2019
7602;77859;2019;2019
73888;80343;2019;2019
37673;3876;2019;2019
53679;50316;2019;2019
44738;81379;2019;2019
89088;12662;2019;2019
40158;1721;2019;2019
79460;21638;2019;2019
76769;5102;2019;2019
54721;7401;2019;2019
4853;47734;2019;2019
63888;3072;2019;2019
99964;50815;2020;2020
11541;25976;2020;2020
34822;955;2020;2020
87243;62196;2020;2020
5087;44429;2020;2020
99460;96836;2020;2020
25967;45286;2020;2020
51574;73728;2020;2020
27531;58097;2020;2020
90096;42248;2020;2020
23962;66064;2020;2020
91246;69117;2020;2020
30016;84527;2015;2015
86312;84568;2015;2015
44725;1035;2015;2015
39741;21046;2015;2015
93796;65114;2015;2015
62077;38229;2015;2015
63532;81256;2015;2015
59670;50374;2015;2015
88811;51685;2015;2015
24805;50913;2015;2015
28755;7969;2015;2015
26685;1845;2015;2015
4803;63939;2016;2016
73815;45785;2016;2016
98820;2728;2016;2016
93490;16592;2016;2016
65723;48349;2016;2016
13007;2649;2016;2016
68880;88934;2016;2016
13677;79975;2016;2016
66850;51874;2016;2016
7696;15233;2016;2016
95977;3816;2016;2016
34017;53565;2016;2016
99319;32373;2016;2016
37660;81807;2016;2016
79528;6188;2016;2016
11324;31173;2016;2016
80009;31299;2017;2017
33472;6915;2017;2017
8831;46575;2017;2017
86994;35232;2017;2017
85023;83313;2017;2017
77716;75739;2017;2017
59141;14125;2017;2017
63226;51003;2017;2017
60901;9485;2017;2017
79134;26497;2017;2017
5170;7559;2017;2017
25856;6772;2017;2017
74212;26926;2017;2017
95907;90587;2017;2017
1894;30372;2017;2017
36880;42425;2017;2017
9315;74528;2017;2017
44111;6525;2017;2017
62403;71475;2017;2017
41067;65369;2017;2017
70411;57183;2018;2018
59012;82982;2018;2018
53074;6855;2018;2018
16775;78652;2018;2018
37492;39317;2018;2018
74902;49858;2018;2018
38223;95733;2018;2018
92322;45491;2018;2018
98955;571;2018;2018
91927;3759;2018;2018
91098;30079;2018;2018
45351;4201;2018;2018
87672;42523;2018;2018
86560;2738;2018;2018
14440;64521;2018;2018
55863;21632;2018;2018
84219;68214;2018;2018
16233;20176;2019;2019
85715;83085;2019;2019
65013;7891;2019;2019
97201;27167;2019;2019
20847;55472;2019;2019
24450;1634;2019;2019
59506;42419;2019;2019
21869;509;2019;2019
78345;91308;2019;2019
6689;68844;2019;2019
1209;65156;2019;2019
52818;83517;2019;2019
70807;4298;2019;2019
94772;32924;2019;2019
7831;7134;2019;2019
95881;88256;2019;2019
58610;77324;2019;2019
51745;27272;2019;2019
74494;58807;2019;2019
16998;21436;2019;2019
91459;18799;2019;2019
85942;53743;2019;2019
77851;7256;2019;2019
12595;31236;2020;2020
57190;35001;2020;2020
14225;43311;2020;2020
31932;17161;2020;2020
3632;12672;2020;2020
98967;18506;2020;2020
41459;18059;2020;2020
25691;47106;2020;2020
41387;13001;2020;2020
22227;80158;2020;2020
49733;40903;2020;2020
3799;94331;2020;2020
84959;5156;2020;2020
3255;78483;2015;2015
41780;64389;2015;2015
81567;78405;2015;2015
56797;8582;2015;2015
34645;4821;2015;2015
78818;42686;2015;2015
60705;85747;2015;2015
54771;86809;2015;2015
17371;84425;2015;2015
63064;15805;2015;2015
69917;19435;2015;2015
842;10521;2015;2015
15893;67193;2016;2016
18822;93186;2016;2016
57812;87626;2016;2016
7102;61187;2016;2016
6607;40288;2016;2016
97369;1114;2016;2016
18747;35527;2016;2016
84753;84092;2016;2016
14112;88858;2016;2016
46991;48769;2016;2016
19419;59601;2016;2016
66291;93906;2016;2016
45515;62814;2016;2016
9042;59992;2016;2016
59458;24001;2016;2016
53731;4392;2016;2016
24483;60106;2017;2017
12641;71726;2017;2017
84150;26544;2017;2017
70341;75028;2017;2017
94099;83845;2017;2017
56955;74667;2017;2017
88615;74953;2017;2017
29398;59804;2017;2017
29742;10492;2017;2017
93517;20999;2017;2017
42482;80592;2017;2017
27025;7643099999;2017;2017
57299;31608;2017;2017
15613;62781;2017;2017
75834;60391;2017;2017
58275;44795;2017;2017
31417;48713;2017;2017
47328;68046;2017;2017
82286;81673;2017;2017
41524;88031;2017;2017
66638;68624;2018;2018
41072;531;2018;2018
55775;87673;2018;2018
29928;79149;2018;2018
90416;84454;2018;2018
95180;10112;2018;2018
61992;4037;2018;2018
36047;62975;2018;2018
73879;27058;2018;2018
19633;60215;2018;2018
16337;67627;2018;2018
99746;64679;2018;2018
37224;45322;2018;2018
71156;1341;2018;2018
92972;57746;2018;2018
16831;99533;2018;2018
15900;2407;2018;2018
88049;15048;2019;2019
77648;39134;2019;2019
4257;2324;2019;2019
52882;96463;2019;2019
41478;24322;2019;2019
78884;6651;2019;2019
67129;6668;2019;2019
67124;63272;2019;2019
42337;3356;2019;2019
87208;47349;2019;2019
43450;1096;2019;2019
71026;71364;2019;2019
41467;74018;2019;2019
11101;23029;2019;2019
55682;74923;2019;2019
4454;6903;2019;2019
56435;2992;2019;2019
81001;37061;2019;2019
12621;60418;2019;2019
60832;9888999999;2019;2019
28114;41971;2019;2019
44493;15909;2019;2019
9683;63198;2019;2019
31462;64816;2020;2020
20614;4841;2020;2020
33300;59721;2020;2020
67395;13818;2020;2020
49208;57615;2020;2020
89286;1769;2020;2020
8194;5571;2020;2020
53230;95253;2020;2020
62113;40026;2020;2020
53898;8146;2020;2020
18659;51453;2020;2020
64604;98773;2020;2020
49554;93462;2015;2015
96838;55739;2015;2015
29228;38393;2015;2015
3003;83567;2015;2015
89619;69664;2015;2015
49789;60463;2015;2015
60290;707;2015;2015
41491;35461;2015;2015
82238;355;2015;2015
47072;97619;2015;2015
48923;32449;2015;2015
90320;58309;2015;2015
81818;92065;2016;2016
48082;93992;2016;2016
67962;6426;2016;2016
30907;85039;2016;2016
3935;57488;2016;2016
88544;417;2016;2016
57007;55794;2016;2016
14065;74705;2016;2016
63279;39457;2016;2016
99655;46834;2016;2016
7896;35932;2016;2016
92178;14562;2016;2016
10488;93594;2016;2016
37255;33333;2016;2016
16489;68557;2016;2016
72663;24179;2016;2016
7977;97262;2017;2017
2079;34331;2017;2017
25051;5691;2017;2017
82967;22652;2017;2017
50878;6245;2017;2017
78552;1746;2017;2017
24565;81688;2017;2017
41306;5246;2017;2017
71647;84185;2017;2017
61762;38999;2017;2017
50962;59249;2017;2017
43839;2694;2017;2017
46724;35419;2017;2017
68647;72469;2017;2017
74673;66543;2017;2017
39064;87574;2017;2017
51293;63293;2017;2017
49660;28185;2017;2017
52619;306;2017;2017
74673;5101;2017;2017
28975;88782;2018;2018
11500;3786;2018;2018
98576;34421;2018;2018
71214;87723;2018;2018
71929;25533;2018;2018
38850;86324;2018;2018
92588;85252;2018;2018
59702;99773;2018;2018
46180;91208;2018;2018
36628;61635;2018;2018
48123;75801;2018;2018
68458;2814;2018;2018
10336;48253;2018;2018
35743;63943;2018;2018
9988;26536;2018;2018
75666;38387;2018;2018
66929;93491;2018;2018
68719;91256;2019;2019
93869;64532;2019;2019
6242;51419;2019;2019
61602;89679;2019;2019
87846;42045;2019;2019
77242;4108;2019;2019
73181;8259;2019;2019
75247;17738;2019;2019
41357;67283;2019;2019
57212;39381;2019;2019
83111;56913;2019;2019
59054;14351;2019;2019
53205;70837;2019;2019
78897;19043;2019;2019
76580;35097;2019;2019
83568;2772;2019;2019
57183;6312;2019;2019
97696;44801;2019;2019
6602;68133;2019;2019
5936;96382;2019;2019
46594;12199;2019;2019
38030;59025;2019;2019
11588;49546;2019;2019
15144;10374;2020;2020
25892;45583;2020;2020
694;26099;2020;2020
89573;82166;2020;2020
67138;72205;2020;2020
61690;40262;2020;2020
68204;2856;2020;2020
2139;51303;2020;2020
4445;6282;2020;2020
77535;97448;2020;2020
76075;53743;2020;2020
40632;1945;2020;2020
47265;23135;2015;2015
40026;3024;2015;2015
19179;37501;2015;2015
44104;3062;2015;2015
28065;33281;2015;2015
94757;57698;2015;2015
8429;97665;2015;2015
32624;70815;2015;2015
78453;71596;2015;2015
62517;22054;2015;2015
48577;3396;2015;2015
61455;7351;2015;2015
67795;62474;2016;2016
90472;88121;2016;2016
46861;17961;2016;2016
5705;8344;2016;2016
17908;91954;2016;2016
44996;6246;2016;2016
97202;92033;2016;2016
72861;91546;2016;2016
15888;8075;2016;2016
9591;31062;2016;2016
81237;14169;2016;2016
57012;4306;2016;2016
21517;73259;2016;2016
43962;11827;2016;2016
6651;60848;2016;2016
39642;30328;2016;2016
61192;63528;2017;2017
79714;2666;2017;2017
84393;55532;2017;2017
38800;89574;2017;2017
86520;70758;2017;2017
90893;52026;2017;2017
84547;61761;2017;2017
71031;9016;2017;2017
26756;21285;2017;2017
27709;15808;2017;2017
3010;751;2017;2017
33358;75355;2017;2017
67832;52838;2017;2017
25786;26376;2017;2017
76049;73416;2017;2017
44870;6426;2017;2017
83199;38509;2017;2017
58709;62092;2017;2017
37777;14367;2017;2017
6626;78172;2017;2017
96818;62318;2018;2018
6521;27171;2018;2018
3191;92374;2018;2018
84034;34256;2018;2018
52628;82293;2018;2018
77110;36777;2018;2018
83289;27075;2018;2018
62066;73704;2018;2018
25360;76626;2018;2018
18894;34623;2018;2018
4597;65328;2018;2018
66549;11492;2018;2018
45778;93345;2018;2018
66758;402;2018;2018
32902;27097;2018;2018
89414;30571;2018;2018
2839;9552;2018;2018
34981;8523;2019;2019
31850;51151;2019;2019
57460;26415;2019;2019
47401;18785;2019;2019
62792;5549;2019;2019
11703;98987;2019;2019
33084;86879;2019;2019
99634;21932;2019;2019
85371;38707;2019;2019
33168;85699;2019;2019
91066;82401;2019;2019
2437;23025;2019;2019
69800;71373;2019;2019
58788;21895;2019;2019
73718;10451;2019;2019
17550;86917;2019;2019
51019;97958;2019;2019
31877;19561;2019;2019
88406;92538;2019;2019
15007;82929;2019;2019
35000;84558;2019;2019
93609;90662;2019;2019
25332;61693;2019;2019
61373;14878;2020;2020
33024;25151;2020;2020
73594;65865;2020;2020
7417;73659;2020;2020
8809;40859;2020;2020
9035;66296;2020;2020
16773;736;2020;2020
50310;37595;2020;2020
65445;23228;2020;2020
48893;38774;2020;2020
66828;9332;2020;2020
98545;35355;2020;2020
959;74959;2015;2015
69776;68332;2015;2015
4777;43939;2015;2015
61829;67858;2015;2015
42027;5078;2015;2015
89317;389;2015;2015
11880;91666;2015;2015
50896;9675;2015;2015
52959;28831;2015;2015
85332;8153;2015;2015
48327;61444;2015;2015
47278;67537;2015;2015
53613;77635;2016;2016
18735;94331;2016;2016
38349;84583;2016;2016
41062;66231;2016;2016
14064;44538;2016;2016
92431;91436;2016;2016
48131;16932;2016;2016
15702;46213;2016;2016
31175;14532;2016;2016
12717;53091;2016;2016
60921;64598;2016;2016
25321;50319;2016;2016
20233;41937;2016;2016
35228;1316;2016;2016
57633;43347;2016;2016
59736;23948;2016;2016
12901;8348;2017;2017
72675;93758;2017;2017
96755;49141;2017;2017
98439;12299;2017;2017
91605;29574;2017;2017
85953;7036;2017;2017
29573;77626;2017;2017
11749;37265;2017;2017
93919;28715;2017;2017
36099;72445;2017;2017
52563;8924899999;2017;2017
44266;16397;2017;2017
15986;25565;2017;2017
17279;10065;2017;2017
30466;41286;2017;2017
3764;4923;2017;2017
88961;33648;2017;2017
79909;1577;2017;2017
68327;5183;2017;2017
56688;21225;2017;2017
63214;2773;2018;2018
11911;19018;2018;2018
70907;2324;2018;2018
32601;2938;2018;2018
7810;18732;2018;2018
48271;11298;2018;2018
34175;62746;2018;2018
42869;59498;2018;2018
70674;59785;2018;2018
19337;52465;2018;2018
95609;24622;2018;2018
45977;72952;2018;2018
1546;96327;2018;2018
17413;16903;2018;2018
80929;35918;2018;2018
53024;11454;2018;2018
42886;45137;2018;2018
69229;98905;2019;2019
30197;23964;2019;2019
85;98135;2019;2019
44273;19766;2019;2019
68326;67023;2019;2019
13827;75396;2019;2019
96130;19384;2019;2019
30838;88852;2019;2019
92143;16682;2019;2019
40046;54436;2019;2019
66057;45776;2019;2019
52260;93325;2019;2019
39362;3254;2019;2019
94434;46654;2019;2019
65965;78291;2019;2019
86697;768;2019;2019
8843;8257;2019;2019
59962;81414;2019;2019
2187;18446;2019;2019
38753;86413;2019;2019
93600;2399;2019;2019
16103;2439;2019;2019
44278;29133;2019;2019
28307;9937;2020;2020
24858;95471;2020;2020
2339;69661;2020;2020
46562;70847;2020;2020
85254;21363;2020;2020
72897;7795;2020;2020
46567;17061;2020;2020
30863;364;2020;2020
39646;3342399999;2020;2020
6973;71202;2020;2020
64596;69372;2020;2020
27625;23059;2020;2020
755;78111;2015;2015
86752;26946;2015;2015
781;36339;2015;2015
11377;61853;2015;2015
11148;38627;2015;2015
21189;61196;2015;2015
57799;34892;2015;2015
51360;70712;2015;2015
97561;80214;2015;2015
16870;51302;2015;2015
93668;21331;2015;2015
88158;7867;2015;2015
13356;58504;2016;2016
65018;3193;2016;2016
63318;25298;2016;2016
78189;41716;2016;2016
4363;1322;2016;2016
73409;42664;2016;2016
14365;61848;2016;2016
14610;9414;2016;2016
43223;62265;2016;2016
7356;40793;2016;2016
23674;736;2016;2016
64424;13832;2016;2016
52586;86581;2016;2016
25130;72649;2016;2016
1842;90553;2016;2016
98934;16595;2016;2016
59697;40231;2017;2017
80753;5663;2017;2017
10178;22852;2017;2017
21098;6885;2017;2017
84395;73561;2017;2017
17376;97425;2017;2017
47282;26103;2017;2017
32315;41357;2017;2017
51162;5877;2017;2017
67975;91727;2017;2017
64421;71429;2017;2017
53721;91932;2017;2017
91170;54929;2017;2017
48989;75204;2017;2017
13769;62546;2017;2017
97745;98794;2017;2017
56709;5989;2017;2017
7144;57914;2017;2017
65676;28561;2017;2017
11917;94064;2017;2017
95903;54221;2018;2018
74756;19033;2018;2018
6049;9779;2018;2018
81012;2961;2018;2018
89225;42365;2018;2018
85093;89746;2018;2018
95798;91576;2018;2018
79643;292;2018;2018
24430;23194;2018;2018
65884;72223;2018;2018
61467;11505;2018;2018
49631;80876;2018;2018
78369;46349;2018;2018
59698;67966;2018;2018
89627;75855;2018;2018
45696;42139;2018;2018
14883;70883;2018;2018
79374;88911;2019;2019
56373;38258;2019;2019
10589;40596;2019;2019
67838;20338;2019;2019
96988;22445;2019;2019
34387;80042;2019;2019
92161;70769;2019;2019
35949;40047;2019;2019
69947;28293;2019;2019
45179;48981;2019;2019
50435;99088;2019;2019
41150;19202;2019;2019
58858;5195;2019;2019
66940;28883;2019;2019
27520;59962;2019;2019
31079;58399;2019;2019
33280;39014;2019;2019
36460;83652;2019;2019
14918;48429;2019;2019
44104;83432;2019;2019
96168;95894;2019;2019
98910;8518;2019;2019
55795;15754;2019;2019
14793;31491;2020;2020
59718;4337;2020;2020
58991;5964;2020;2020
26010;51528;2020;2020
64392;7235;2020;2020
25222;41809;2020;2020
25401;77899;2020;2020
19021;43939;2020;2020
7645;9585;2020;2020
4767;44453;2020;2020
82066;94064;2015;2015
35483;59623;2015;2015
10359;81928;2015;2015
86469;5822;2015;2015
63565;35535;2015;2015
21197;20509;2015;2015
41315;68485;2015;2015
57593;54159;2015;2015
53534;30577;2015;2015
36225;7209;2015;2015
43070;55045;2015;2015
71601;36561;2015;2015
36668;75352;2016;2016
88228;11153;2016;2016
65544;71529;2016;2016
89949;22175;2016;2016
18774;45939;2016;2016
20265;70894;2016;2016
18086;18155;2016;2016
41992;47315;2016;2016
29298;81098;2016;2016
21248;8034;2016;2016
28528;38401;2016;2016
15705;74471;2016;2016
33722;83987;2016;2016
54721;34468;2016;2016
50037;53387;2016;2016
9038;42309;2016;2016
50072;28652;2017;2017
1602;31433;2017;2017
18491;96488;2017;2017
70168;23247;2017;2017
30793;12985;2017;2017
34259;5802;2017;2017
20169;10621;2017;2017
84009;78306;2017;2017
65493;10752;2017;2017
54373;9494;2017;2017
16371;5808;2017;2017
30777;53961;2017;2017
42078;67098;2017;2017
24518;12129;2017;2017
90864;89082;2017;2017
27747;221;2017;2017
47975;5875;2017;2017
95972;94124;2017;2017
3968;42976;2017;2017
50627;97721;2017;2017
41945;21767;2018;2018
65057;58618;2018;2018
13974;37762;2018;2018
17150;54887;2018;2018
67047;40211;2018;2018
20128;78806;2018;2018
11861;84522;2018;2018
99937;38973;2018;2018
96360;5393;2018;2018
28679;389;2018;2018
42540;53249;2018;2018
43752;16129;2018;2018
82544;87987;2018;2018
32175;5947;2018;2018
20244;28004;2018;2018
25081;76156;2018;2018
13901;3534;2018;2018
3028;7744;2019;2019
82215;16549;2019;2019
22821;53476;2019;2019
71567;80945;2019;2019
9546;84209;2019;2019
22105;54203;2019;2019
38591;10124;2019;2019
78110;55189;2019;2019
60340;80471;2019;2019
39999;18368;2019;2019
1555;83618;2019;2019
90440;53712;2019;2019
92603;74968;2019;2019
37048;40745;2019;2019
49974;46139;2019;2019
19698;7282;2019;2019
71474;93293;2019;2019
69490;3848;2019;2019
44429;1047;2019;2019
58658;7888;2019;2019
90902;46177;2019;2019
89277;64787;2019;2019
93053;91407;2019;2019
58172;79508;2020;2020
86231;91736;2020;2020
72864;59483;2020;2020
27098;68497;2020;2020
30215;40705;2020;2020
62769;2134;2020;2020
8728;8505;2020;2020
84489;18148;2020;2020
39650;97934;2020;2020
14479;5228;2020;2020
71910;28233;2020;2020
27477;7717;2020;2020
13475;4898;2015;2015
5566;61261;2015;2015
35625;96085;2015;2015
71721;61831;2015;2015
88150;10912;2015;2015
29685;5071;2015;2015
84974;32513;2015;2015
13626;38519;2015;2015
7290;62358;2015;2015
87664;19763;2015;2015
83339;3257;2015;2015
28368;20387;2015;2015
31742;17201;2016;2016
26693;24218;2016;2016
35545;58354;2016;2016
39909;17082;2016;2016
67636;26529;2016;2016
87198;62245;2016;2016
38900;77084;2016;2016
57968;8594;2016;2016
7297;8748;2016;2016
17507;98137;2016;2016
45017;47622;2016;2016
35814;27799;2016;2016
52462;5921;2016;2016
84790;99824;2016;2016
7985;38253;2016;2016
19463;32523;2016;2016
38792;14152;2017;2017
73625;73224;2017;2017
28541;26956;2017;2017
64385;3101;2017;2017
41542;69895;2017;2017
75334;49998;2017;2017
13665;93893;2017;2017
52723;515;2017;2017
66358;14285;2017;2017
3509;72754;2017;2017
5401;57373;2017;2017
68148;43887;2017;2017
81211;1661;2017;2017
77341;46349;2017;2017
26603;33555;2017;2017
97809;65161;2017;2017
11019;46022;2017;2017
83227;48424;2017;2017
2667;44816;2017;2017
69358;1351;2017;2017
22011;60021;2018;2018
46553;28128;2018;2018
97558;58276;2018;2018
15294;90858;2018;2018
86751;11464;2018;2018
63391;35467;2018;2018
5376;98774;2018;2018
54618;44056;2018;2018
28288;64158;2018;2018
71141;17577;2018;2018
10144;16008;2018;2018
25236;4013;2018;2018
50054;24507;2018;2018
65540;43908;2018;2018
21462;91816;2018;2018
28569;77741;2018;2018
1238;30263;2018;2018
12700;93204;2019;2019
77076;60104;2019;2019
95127;6992;2019;2019
33246;83131;2019;2019
96616;49978;2019;2019
89407;11308;2019;2019
52030;3551;2019;2019
60416;55857;2019;2019
57905;27271;2019;2019
49507;84816;2019;2019
43172;3631;2019;2019
10628;32598;2019;2019
47629;30154;2019;2019
5500;66885;2019;2019
18505;27267;2019;2019
75132;80706;2019;2019
4787;7715;2019;2019
7694;8014;2019;2019
5532;35169;2019;2019
90487;43602;2019;2019
89920;4766;2019;2019
38364;33816;2019;2019
63139;7462;2019;2019
15115;68011;2020;2020
49778;159;2020;2020
66697;40136;2020;2020
75553;89506;2020;2020
74971;70546;2020;2020
87316;14759;2020;2020
85422;88643;2020;2020
50487;85795;2020;2020
58320;34936;2020;2020
28511;14452;2020;2020
48519;73211;2020;2020
9630;92822;2020;2020
18010;784;2015;2015
17066;40239;2015;2015
34104;7224;2015;2015
1625;87596;2015;2015
86745;76419;2015;2015
10786;17345;2015;2015
62911;46085;2015;2015
49947;83791;2015;2015
5836;8648;2015;2015
13708;84134;2015;2015
68025;92553;2015;2015
53916;4235;2015;2015
25561;2518;2016;2016
59183;3099;2016;2016
50480;757;2016;2016
3641;2762;2016;2016
15638;1597;2016;2016
51555;2918;2016;2016
81670;16407;2016;2016
4961;46761;2016;2016
79388;80407;2016;2016
13678;20862;2016;2016
68719;32062;2016;2016
99661;76645;2016;2016
20515;49931;2016;2016
33974;77866;2016;2016
13477;80962;2016;2016
70819;9551;2016;2016
78583;2909;2017;2017
23959;75615;2017;2017
39053;48864;2017;2017
27290;98368;2017;2017
96014;77791;2017;2017
60492;99457;2017;2017
26895;1158;2017;2017
95942;80274;2017;2017
67991;9953;2017;2017
99139;44155;2017;2017
63695;42752;2017;2017
4811;24656;2017;2017
83127;59735;2017;2017
99126;24173;2017;2017
62022;64259;2017;2017
30427;87316;2017;2017
41283;41282;2017;2017
85152;18571;2017;2017
82300;82669;2017;2017
64053;24831;2017;2017
22658;3672;2018;2018
70964;4351;2018;2018
57793;72441;2018;2018
55540;8212;2018;2018
9224;3774;2018;2018
60678;57201;2018;2018
7870;27508;2018;2018
59095;24079;2018;2018
74233;82227;2018;2018
16606;69278;2018;2018
40123;97839;2018;2018
6685;96008;2018;2018
74460;17423;2018;2018
95644;7271;2018;2018
86214;64749;2018;2018
80118;73567;2018;2018
90735;9886;2018;2018
85215;74802;2019;2019
22970;51583;2019;2019
52638;49924;2019;2019
37245;8103;2019;2019
30666;50696;2019;2019
46476;9738;2019;2019
73685;6066;2019;2019
62370;65841;2019;2019
59553;5832;2019;2019
98496;9085;2019;2019
66415;94401;2019;2019
7307;278;2019;2019
95485;24577;2019;2019
96852;51377;2019;2019
84701;52026;2019;2019
6666;1705;2019;2019
71616;36939;2019;2019
25144;68952;2019;2019
47762;73807;2019;2019
18423;35845;2019;2019
99761;20872;2019;2019
59282;81552;2019;2019
59031;29496;2019;2019
47541;11995;2020;2020
10397;45886;2020;2020
57285;7466;2020;2020
76071;2162;2020;2020
59968;33759;2020;2020
46302;17742;2020;2020
64512;4501;2020;2020
60477;44246;2020;2020
7845;53027;2020;2020
21366;15682;2020;2020
48650;83956;2020;2020
41547;28944;2020;2020
91190;25185;2015;2015
24035;34372;2015;2015
85918;12259;2015;2015
98724;4381;2015;2015
55751;2109;2015;2015
88854;47204;2015;2015
4115;2768;2015;2015
82823;81131;2015;2015
69681;214;2015;2015
16855;26535;2015;2015
60792;39503;2015;2015
4227;57641;2015;2015
90341;71765;2016;2016
55429;63792;2016;2016
65785;67479;2016;2016
98474;24319;2016;2016
46740;3901;2016;2016
20971;3942;2016;2016
97829;19816;2016;2016
96668;20852;2016;2016
27927;96101;2016;2016
21509;90171;2016;2016
59118;32793;2016;2016
25508;44259;2016;2016
52877;28046;2016;2016
68283;40892;2016;2016
32878;11128;2016;2016
81488;10878;2016;2016
68355;64064;2017;2017
16918;4832;2017;2017
2631;64799;2017;2017
48573;77777;2017;2017
41959;82811;2017;2017
33740;17234;2017;2017
40367;56349;2017;2017
47590;35369;2017;2017
12661;54291;2017;2017
88944;1344;2017;2017
81819;759;2017;2017
42153;51838;2017;2017
92167;14867;2017;2017
61010;33779;2017;2017
60026;9418;2017;2017
23181;83114;2017;2017
89462;97279;2017;2017
12222;6913;2017;2017
72604;92995;2017;2017
44014;55732;2017;2017
85247;41247;2018;2018
81867;88222;2018;2018
38467;9;2018;2018
53031;54226;2018;2018
89304;75316;2018;2018
98975;69609;2018;2018
13165;1633;2018;2018
35054;55923;2018;2018
74953;14966;2018;2018
51460;69047;2018;2018
818;10872;2018;2018
22255;65347;2018;2018
55384;74492;2018;2018
83490;14644;2018;2018
84262;93218;2018;2018
29622;7378299999;2018;2018
88905;35266;2018;2018
41197;44092;2019;2019
87341;35724;2019;2019
62823;15398;2019;2019
4157;99681;2019;2019
48089;94588;2019;2019
50640;14213;2019;2019
60904;60311;2019;2019
22297;46183;2019;2019
45498;4014;2019;2019
62788;8056;2019;2019
78882;40057;2019;2019
67455;286;2019;2019
50116;23091;2019;2019
75334;31737;2019;2019
31917;22158;2019;2019
89913;62423;2019;2019
7628;29949;2019;2019
63986;8824299999;2019;2019
34046;7738;2019;2019
631;73902;2019;2019
19366;59282;2019;2019
47361;19727;2019;2019
78004;86596;2019;2019
91314;77938;2020;2020
95744;50848;2020;2020
70828;2325;2020;2020
84311;2418;2020;2020
22725;65176;2020;2020
51959;9918;2020;2020
41292;65984;2020;2020
80682;51984;2020;2020
35748;88211;2020;2020
95309;47644;2020;2020
73836;78868;2020;2020
67921;39661;2020;2020
49160;5832;2015;2015
1983;38784;2015;2015
95287;68155;2015;2015
13594;6635;2015;2015
67775;68481;2015;2015
41062;49541;2015;2015
11746;2349;2015;2015
75686;21661;2015;2015
61902;95996;2015;2015
40928;39456;2015;2015
96920;20303;2015;2015
47634;13823;2015;2015
54973;96634;2016;2016
37459;74606;2016;2016
2398;73564;2016;2016
